cell_type,sex,ann_level_2,0
endothelial cell of lymphatic vessel,female,Myeloid,0
endothelial cell of lymphatic vessel,female,Smooth muscle,0
endothelial cell of lymphatic vessel,female,Submucosal Gland,0
endothelial cell of lymphatic vessel,male,Airway epithelium,0
endothelial cell of lymphatic vessel,male,Alveolar epithelium,0
endothelial cell of lymphatic vessel,male,Blood vessels,0
endothelial cell of lymphatic vessel,male,Fibroblast lineage,0
endothelial cell of lymphatic vessel,male,Hematopoietic stem cells,0
endothelial cell of lymphatic vessel,male,Lymphatic EC,3530
endothelial cell of lymphatic vessel,male,Lymphoid,0
endothelial cell of lymphatic vessel,male,Mesothelium,0
endothelial cell of lymphatic vessel,male,Myeloid,0
endothelial cell of lymphatic vessel,male,Smooth muscle,0
endothelial cell of lymphatic vessel,male,Submucosal Gland,0
capillary endothelial cell,female,Airway epithelium,0
capillary endothelial cell,female,Alveolar epithelium,0
capillary endothelial cell,female,Blood vessels,4435
capillary endothelial cell,female,Fibroblast lineage,0
capillary endothelial cell,female,Hematopoietic stem cells,0
capillary endothelial cell,female,Lymphatic EC,0
capillary endothelial cell,female,Lymphoid,0
capillary endothelial cell,female,Mesothelium,0
capillary endothelial cell,female,Myeloid,0
capillary endothelial cell,female,Smooth muscle,0
capillary endothelial cell,female,Submucosal Gland,0
capillary endothelial cell,male,Airway epithelium,0
capillary endothelial cell,male,Alveolar epithelium,0
capillary endothelial cell,male,Blood vessels,18770
capillary endothelial cell,male,Fibroblast lineage,0
capillary endothelial cell,male,Hematopoietic stem cells,0
capillary endothelial cell,male,Lymphatic EC,0
capillary endothelial cell,male,Lymphoid,0
capillary endothelial cell,male,Mesothelium,0
capillary endothelial cell,male,Myeloid,0
capillary endothelial cell,male,Smooth muscle,0
capillary endothelial cell,male,Submucosal Gland,0
ciliated columnar cell of tracheobronchial tree,female,Airway epithelium,12409
ciliated columnar cell of tracheobronchial tree,female,Alveolar epithelium,0
ciliated columnar cell of tracheobronchial tree,female,Blood vessels,0
ciliated columnar cell of tracheobronchial tree,female,Fibroblast lineage,0
ciliated columnar cell of tracheobronchial tree,female,Hematopoietic stem cells,0
ciliated columnar cell of tracheobronchial tree,female,Lymphatic EC,0
ciliated columnar cell of tracheobronchial tree,female,Lymphoid,0
ciliated columnar cell of tracheobronchial tree,female,Mesothelium,0
ciliated columnar cell of tracheobronchial tree,female,Myeloid,0
ciliated columnar cell of tracheobronchial tree,female,Smooth muscle,0
ciliated columnar cell of tracheobronchial tree,female,Submucosal Gland,0
ciliated columnar cell of tracheobronchial tree,male,Airway epithelium,22816
ciliated columnar cell of tracheobronchial tree,male,Alveolar epithelium,0
ciliated columnar cell of tracheobronchial tree,male,Blood vessels,0
ciliated columnar cell of tracheobronchial tree,male,Fibroblast lineage,0
ciliated columnar cell of tracheobronchial tree,male,Hematopoietic stem cells,0
ciliated columnar cell of tracheobronchial tree,male,Lymphatic EC,0
ciliated columnar cell of tracheobronchial tree,male,Lymphoid,0
ciliated columnar cell of tracheobronchial tree,male,Mesothelium,0
ciliated columnar cell of tracheobronchial tree,male,Myeloid,0
ciliated columnar cell of tracheobronchial tree,male,Smooth muscle,0
ciliated columnar cell of tracheobronchial tree,male,Submucosal Gland,0
CD1c-positive myeloid dendritic cell,female,Airway epithelium,0
CD1c-positive myeloid dendritic cell,female,Alveolar epithelium,0
CD1c-positive myeloid dendritic cell,female,Blood vessels,0
CD1c-positive myeloid dendritic cell,female,Fibroblast lineage,0
CD1c-positive myeloid dendritic cell,female,Hematopoietic stem cells,0
CD1c-positive myeloid dendritic cell,female,Lymphatic EC,0
CD1c-positive myeloid dendritic cell,female,Lymphoid,0
CD1c-positive myeloid dendritic cell,female,Mesothelium,0
CD1c-positive myeloid dendritic cell,female,Myeloid,3892
CD1c-positive myeloid dendritic cell,female,Smooth muscle,0
CD1c-positive myeloid dendritic cell,female,Submucosal Gland,0
CD1c-positive myeloid dendritic cell,male,Airway epithelium,0
CD1c-positive myeloid dendritic cell,male,Alveolar epithelium,0
CD1c-positive myeloid dendritic cell,male,Blood vessels,0
CD1c-positive myeloid dendritic cell,male,Fibroblast lineage,0
CD1c-positive myeloid dendritic cell,male,Hematopoietic stem cells,0
CD1c-positive myeloid dendritic cell,male,Lymphatic EC,0
CD1c-positive myeloid dendritic cell,male,Lymphoid,0
CD1c-positive myeloid dendritic cell,male,Mesothelium,0
CD1c-positive myeloid dendritic cell,male,Myeloid,5241
CD1c-positive myeloid dendritic cell,male,Smooth muscle,0
CD1c-positive myeloid dendritic cell,male,Submucosal Gland,0
nasal mucosa goblet cell,female,Airway epithelium,19664
nasal mucosa goblet cell,female,Alveolar epithelium,0
nasal mucosa goblet cell,female,Blood vessels,0
nasal mucosa goblet cell,female,Fibroblast lineage,0
nasal mucosa goblet cell,female,Hematopoietic stem cells,0
nasal mucosa goblet cell,female,Lymphatic EC,0
nasal mucosa goblet cell,female,Lymphoid,0
nasal mucosa goblet cell,female,Mesothelium,0
nasal mucosa goblet cell,female,Myeloid,0
nasal mucosa goblet cell,female,Smooth muscle,0
nasal mucosa goblet cell,female,Submucosal Gland,0
nasal mucosa goblet cell,male,Airway epithelium,16169
nasal mucosa goblet cell,male,Alveolar epithelium,0
nasal mucosa goblet cell,male,Blood vessels,0
nasal mucosa goblet cell,male,Fibroblast lineage,0
nasal mucosa goblet cell,male,Hematopoietic stem cells,0
nasal mucosa goblet cell,male,Lymphatic EC,0
nasal mucosa goblet cell,male,Lymphoid,0
nasal mucosa goblet cell,male,Mesothelium,0
nasal mucosa goblet cell,male,Myeloid,0
nasal mucosa goblet cell,male,Smooth muscle,0
nasal mucosa goblet cell,male,Submucosal Gland,0
vein endothelial cell,female,Airway epithelium,0
vein endothelial cell,female,Alveolar epithelium,0
vein endothelial cell,female,Blood vessels,4245
vein endothelial cell,female,Fibroblast lineage,0
vein endothelial cell,female,Hematopoietic stem cells,0
vein endothelial cell,female,Lymphatic EC,0
vein endothelial cell,female,Lymphoid,0
vein endothelial cell,female,Mesothelium,0
vein endothelial cell,female,Myeloid,0
vein endothelial cell,female,Smooth muscle,0
vein endothelial cell,female,Submucosal Gland,0
vein endothelial cell,male,Airway epithelium,0
vein endothelial cell,male,Alveolar epithelium,0
vein endothelial cell,male,Blood vessels,8730
vein endothelial cell,male,Fibroblast lineage,0
vein endothelial cell,male,Hematopoietic stem cells,0
vein endothelial cell,male,Lymphatic EC,0
vein endothelial cell,male,Lymphoid,0
vein endothelial cell,male,Mesothelium,0
vein endothelial cell,male,Myeloid,0
vein endothelial cell,male,Smooth muscle,0
vein endothelial cell,male,Submucosal Gland,0
epithelial cell of lower respiratory tract,female,Airway epithelium,960
epithelial cell of lower respiratory tract,female,Alveolar epithelium,0
epithelial cell of lower respiratory tract,female,Blood vessels,0
epithelial cell of lower respiratory tract,female,Fibroblast lineage,0
epithelial cell of lower respiratory tract,female,Hematopoietic stem cells,0
epithelial cell of lower respiratory tract,female,Lymphatic EC,0
epithelial cell of lower respiratory tract,female,Lymphoid,0
epithelial cell of lower respiratory tract,female,Mesothelium,0
epithelial cell of lower respiratory tract,female,Myeloid,0
epithelial cell of lower respiratory tract,female,Smooth muscle,0
epithelial cell of lower respiratory tract,female,Submucosal Gland,0
epithelial cell of lower respiratory tract,male,Airway epithelium,3433
epithelial cell of lower respiratory tract,male,Alveolar epithelium,0
epithelial cell of lower respiratory tract,male,Blood vessels,0
epithelial cell of lower respiratory tract,male,Fibroblast lineage,0
epithelial cell of lower respiratory tract,male,Hematopoietic stem cells,0
epithelial cell of lower respiratory tract,male,Lymphatic EC,0
epithelial cell of lower respiratory tract,male,Lymphoid,0
epithelial cell of lower respiratory tract,male,Mesothelium,0
epithelial cell of lower respiratory tract,male,Myeloid,0
epithelial cell of lower respiratory tract,male,Smooth muscle,0
epithelial cell of lower respiratory tract,male,Submucosal Gland,0
respiratory basal cell,female,Airway epithelium,32656
respiratory basal cell,female,Alveolar epithelium,0
respiratory basal cell,female,Blood vessels,0
respiratory basal cell,female,Fibroblast lineage,0
respiratory basal cell,female,Hematopoietic stem cells,0
respiratory basal cell,female,Lymphatic EC,0
respiratory basal cell,female,Lymphoid,0
respiratory basal cell,female,Mesothelium,0
respiratory basal cell,female,Myeloid,0
respiratory basal cell,female,Smooth muscle,0
respiratory basal cell,female,Submucosal Gland,0
respiratory basal cell,male,Airway epithelium,47457
respiratory basal cell,male,Alveolar epithelium,0
respiratory basal cell,male,Blood vessels,0
respiratory basal cell,male,Fibroblast lineage,0
respiratory basal cell,male,Hematopoietic stem cells,0
respiratory basal cell,male,Lymphatic EC,0
respiratory basal cell,male,Lymphoid,0
respiratory basal cell,male,Mesothelium,0
respiratory basal cell,male,Myeloid,0
respiratory basal cell,male,Smooth muscle,0
respiratory basal cell,male,Submucosal Gland,0
ionocyte,female,Airway epithelium,197
ionocyte,female,Alveolar epithelium,0
ionocyte,female,Blood vessels,0
ionocyte,female,Fibroblast lineage,0
ionocyte,female,Hematopoietic stem cells,0
ionocyte,female,Lymphatic EC,0
ionocyte,female,Lymphoid,0
ionocyte,female,Mesothelium,0
ionocyte,female,Myeloid,0
ionocyte,female,Smooth muscle,0
ionocyte,female,Submucosal Gland,0
ionocyte,male,Airway epithelium,364
ionocyte,male,Alveolar epithelium,0
ionocyte,male,Blood vessels,0
ionocyte,male,Fibroblast lineage,0
ionocyte,male,Hematopoietic stem cells,0
ionocyte,male,Lymphatic EC,0
ionocyte,male,Lymphoid,0
ionocyte,male,Mesothelium,0
ionocyte,male,Myeloid,0
ionocyte,male,Smooth muscle,0
ionocyte,male,Submucosal Gland,0
multi-ciliated epithelial cell,female,Airway epithelium,2436
multi-ciliated epithelial cell,female,Alveolar epithelium,0
multi-ciliated epithelial cell,female,Blood vessels,0
multi-ciliated epithelial cell,female,Fibroblast lineage,0
multi-ciliated epithelial cell,female,Hematopoietic stem cells,0
multi-ciliated epithelial cell,female,Lymphatic EC,0
multi-ciliated epithelial cell,female,Lymphoid,0
multi-ciliated epithelial cell,female,Mesothelium,0
multi-ciliated epithelial cell,female,Myeloid,0
multi-ciliated epithelial cell,female,Smooth muscle,0
multi-ciliated epithelial cell,female,Submucosal Gland,0
multi-ciliated epithelial cell,male,Airway epithelium,3437
multi-ciliated epithelial cell,male,Alveolar epithelium,0
multi-ciliated epithelial cell,male,Blood vessels,0
multi-ciliated epithelial cell,male,Fibroblast lineage,0
multi-ciliated epithelial cell,male,Hematopoietic stem cells,0
multi-ciliated epithelial cell,male,Lymphatic EC,0
multi-ciliated epithelial cell,male,Lymphoid,0
multi-ciliated epithelial cell,male,Mesothelium,0
multi-ciliated epithelial cell,male,Myeloid,0
multi-ciliated epithelial cell,male,Smooth muscle,0
multi-ciliated epithelial cell,male,Submucosal Gland,0
lung pericyte,female,Airway epithelium,0
lung pericyte,female,Alveolar epithelium,0
lung pericyte,female,Blood vessels,0
lung pericyte,female,Fibroblast lineage,578
lung pericyte,female,Hematopoietic stem cells,0
lung pericyte,female,Lymphatic EC,0
lung pericyte,female,Lymphoid,0
lung pericyte,female,Mesothelium,0
lung pericyte,female,Myeloid,0
lung pericyte,female,Smooth muscle,0
lung pericyte,female,Submucosal Gland,0
lung pericyte,male,Airway epithelium,0
lung pericyte,male,Alveolar epithelium,0
lung pericyte,male,Blood vessels,0
lung pericyte,male,Fibroblast lineage,2454
lung pericyte,male,Hematopoietic stem cells,0
lung pericyte,male,Lymphatic EC,0
lung pericyte,male,Lymphoid,0
lung pericyte,male,Mesothelium,0
lung pericyte,male,Myeloid,0
lung pericyte,male,Smooth muscle,0
lung pericyte,male,Submucosal Gland,0
epithelial cell of alveolus of lung,female,Airway epithelium,944
epithelial cell of alveolus of lung,female,Alveolar epithelium,0
epithelial cell of alveolus of lung,female,Blood vessels,0
epithelial cell of alveolus of lung,female,Fibroblast lineage,0
epithelial cell of alveolus of lung,female,Hematopoietic stem cells,0
epithelial cell of alveolus of lung,female,Lymphatic EC,0
epithelial cell of alveolus of lung,female,Lymphoid,0
epithelial cell of alveolus of lung,female,Mesothelium,0
epithelial cell of alveolus of lung,female,Myeloid,0
epithelial cell of alveolus of lung,female,Smooth muscle,0
epithelial cell of alveolus of lung,female,Submucosal Gland,0
epithelial cell of alveolus of lung,male,Airway epithelium,496
epithelial cell of alveolus of lung,male,Alveolar epithelium,0
epithelial cell of alveolus of lung,male,Blood vessels,0
epithelial cell of alveolus of lung,male,Fibroblast lineage,0
epithelial cell of alveolus of lung,male,Hematopoietic stem cells,0
epithelial cell of alveolus of lung,male,Lymphatic EC,0
epithelial cell of alveolus of lung,male,Lymphoid,0
epithelial cell of alveolus of lung,male,Mesothelium,0
epithelial cell of alveolus of lung,male,Myeloid,0
epithelial cell of alveolus of lung,male,Smooth muscle,0
epithelial cell of alveolus of lung,male,Submucosal Gland,0
tracheobronchial serous cell,female,Airway epithelium,0
tracheobronchial serous cell,female,Alveolar epithelium,0
tracheobronchial serous cell,female,Blood vessels,0
tracheobronchial serous cell,female,Fibroblast lineage,0
tracheobronchial serous cell,female,Hematopoietic stem cells,0
tracheobronchial serous cell,female,Lymphatic EC,0
tracheobronchial serous cell,female,Lymphoid,0
tracheobronchial serous cell,female,Mesothelium,0
tracheobronchial serous cell,female,Myeloid,0
tracheobronchial serous cell,female,Smooth muscle,0
tracheobronchial serous cell,female,Submucosal Gland,292
tracheobronchial serous cell,male,Airway epithelium,0
tracheobronchial serous cell,male,Alveolar epithelium,0
tracheobronchial serous cell,male,Blood vessels,0
tracheobronchial serous cell,male,Fibroblast lineage,0
tracheobronchial serous cell,male,Hematopoietic stem cells,0
tracheobronchial serous cell,male,Lymphatic EC,0
tracheobronchial serous cell,male,Lymphoid,0
tracheobronchial serous cell,male,Mesothelium,0
tracheobronchial serous cell,male,Myeloid,0
tracheobronchial serous cell,male,Smooth muscle,0
tracheobronchial serous cell,male,Submucosal Gland,1125
tracheobronchial goblet cell,female,Airway epithelium,440
tracheobronchial goblet cell,female,Alveolar epithelium,0
tracheobronchial goblet cell,female,Blood vessels,0
tracheobronchial goblet cell,female,Fibroblast lineage,0
tracheobronchial goblet cell,female,Hematopoietic stem cells,0
tracheobronchial goblet cell,female,Lymphatic EC,0
tracheobronchial goblet cell,female,Lymphoid,0
tracheobronchial goblet cell,female,Mesothelium,0
tracheobronchial goblet cell,female,Myeloid,0
tracheobronchial goblet cell,female,Smooth muscle,0
tracheobronchial goblet cell,female,Submucosal Gland,0
tracheobronchial goblet cell,male,Airway epithelium,528
tracheobronchial goblet cell,male,Alveolar epithelium,0
tracheobronchial goblet cell,male,Blood vessels,0
tracheobronchial goblet cell,male,Fibroblast lineage,0
tracheobronchial goblet cell,male,Hematopoietic stem cells,0
tracheobronchial goblet cell,male,Lymphatic EC,0
tracheobronchial goblet cell,male,Lymphoid,0
tracheobronchial goblet cell,male,Mesothelium,0
tracheobronchial goblet cell,male,Myeloid,0
tracheobronchial goblet cell,male,Smooth muscle,0
tracheobronchial goblet cell,male,Submucosal Gland,0
tracheobronchial smooth muscle cell,female,Airway epithelium,0
tracheobronchial smooth muscle cell,female,Alveolar epithelium,0
tracheobronchial smooth muscle cell,female,Blood vessels,0
tracheobronchial smooth muscle cell,female,Fibroblast lineage,0
tracheobronchial smooth muscle cell,female,Hematopoietic stem cells,0
tracheobronchial smooth muscle cell,female,Lymphatic EC,0
tracheobronchial smooth muscle cell,female,Lymphoid,0
tracheobronchial smooth muscle cell,female,Mesothelium,0
tracheobronchial smooth muscle cell,female,Myeloid,0
tracheobronchial smooth muscle cell,female,Smooth muscle,1411
tracheobronchial smooth muscle cell,female,Submucosal Gland,0
tracheobronchial smooth muscle cell,male,Airway epithelium,0
tracheobronchial smooth muscle cell,male,Alveolar epithelium,0
tracheobronchial smooth muscle cell,male,Blood vessels,0
tracheobronchial smooth muscle cell,male,Fibroblast lineage,0
tracheobronchial smooth muscle cell,male,Hematopoietic stem cells,0
tracheobronchial smooth muscle cell,male,Lymphatic EC,0
tracheobronchial smooth muscle cell,male,Lymphoid,0
tracheobronchial smooth muscle cell,male,Mesothelium,0
tracheobronchial smooth muscle cell,male,Myeloid,0
tracheobronchial smooth muscle cell,male,Smooth muscle,1585
tracheobronchial smooth muscle cell,male,Submucosal Gland,0
lung neuroendocrine cell,female,Airway epithelium,73
lung neuroendocrine cell,female,Alveolar epithelium,0
lung neuroendocrine cell,female,Blood vessels,0
lung neuroendocrine cell,female,Fibroblast lineage,0
lung neuroendocrine cell,female,Hematopoietic stem cells,0
lung neuroendocrine cell,female,Lymphatic EC,0
lung neuroendocrine cell,female,Lymphoid,0
lung neuroendocrine cell,female,Mesothelium,0
lung neuroendocrine cell,female,Myeloid,0
lung neuroendocrine cell,female,Smooth muscle,0
lung neuroendocrine cell,female,Submucosal Gland,0
lung neuroendocrine cell,male,Airway epithelium,86
lung neuroendocrine cell,male,Alveolar epithelium,0
lung neuroendocrine cell,male,Blood vessels,0
lung neuroendocrine cell,male,Fibroblast lineage,0
lung neuroendocrine cell,male,Hematopoietic stem cells,0
lung neuroendocrine cell,male,Lymphatic EC,0
lung neuroendocrine cell,male,Lymphoid,0
lung neuroendocrine cell,male,Mesothelium,0
lung neuroendocrine cell,male,Myeloid,0
lung neuroendocrine cell,male,Smooth muscle,0
lung neuroendocrine cell,male,Submucosal Gland,0
bronchial goblet cell,female,Airway epithelium,521
bronchial goblet cell,female,Alveolar epithelium,0
bronchial goblet cell,female,Blood vessels,0
bronchial goblet cell,female,Fibroblast lineage,0
bronchial goblet cell,female,Hematopoietic stem cells,0
bronchial goblet cell,female,Lymphatic EC,0
bronchial goblet cell,female,Lymphoid,0
bronchial goblet cell,female,Mesothelium,0
bronchial goblet cell,female,Myeloid,0
bronchial goblet cell,female,Smooth muscle,0
bronchial goblet cell,female,Submucosal Gland,0
bronchial goblet cell,male,Airway epithelium,1149
bronchial goblet cell,male,Alveolar epithelium,0
bronchial goblet cell,male,Blood vessels,0
bronchial goblet cell,male,Fibroblast lineage,0
bronchial goblet cell,male,Hematopoietic stem cells,0
bronchial goblet cell,male,Lymphatic EC,0
bronchial goblet cell,male,Lymphoid,0
bronchial goblet cell,male,Mesothelium,0
bronchial goblet cell,male,Myeloid,0
bronchial goblet cell,male,Smooth muscle,0
bronchial goblet cell,male,Submucosal Gland,0
pulmonary artery endothelial cell,female,Airway epithelium,0
pulmonary artery endothelial cell,female,Alveolar epithelium,0
pulmonary artery endothelial cell,female,Blood vessels,1552
pulmonary artery endothelial cell,female,Fibroblast lineage,0
pulmonary artery endothelial cell,female,Hematopoietic stem cells,0
pulmonary artery endothelial cell,female,Lymphatic EC,0
pulmonary artery endothelial cell,female,Lymphoid,0
pulmonary artery endothelial cell,female,Mesothelium,0
pulmonary artery endothelial cell,female,Myeloid,0
pulmonary artery endothelial cell,female,Smooth muscle,0
pulmonary artery endothelial cell,female,Submucosal Gland,0
pulmonary artery endothelial cell,male,Airway epithelium,0
pulmonary artery endothelial cell,male,Alveolar epithelium,0
pulmonary artery endothelial cell,male,Blood vessels,5839
pulmonary artery endothelial cell,male,Fibroblast lineage,0
pulmonary artery endothelial cell,male,Hematopoietic stem cells,0
pulmonary artery endothelial cell,male,Lymphatic EC,0
pulmonary artery endothelial cell,male,Lymphoid,0
pulmonary artery endothelial cell,male,Mesothelium,0
pulmonary artery endothelial cell,male,Myeloid,0
pulmonary artery endothelial cell,male,Smooth muscle,0
pulmonary artery endothelial cell,male,Submucosal Gland,0
lung macrophage,female,Airway epithelium,0
lung macrophage,female,Alveolar epithelium,0
lung macrophage,female,Blood vessels,0
lung macrophage,female,Fibroblast lineage,0
lung macrophage,female,Hematopoietic stem cells,0
lung macrophage,female,Lymphatic EC,0
lung macrophage,female,Lymphoid,0
lung macrophage,female,Mesothelium,0
lung macrophage,female,Myeloid,837
lung macrophage,female,Smooth muscle,0
lung macrophage,female,Submucosal Gland,0
lung macrophage,male,Airway epithelium,0
lung macrophage,male,Alveolar epithelium,0
lung macrophage,male,Blood vessels,0
lung macrophage,male,Fibroblast lineage,0
lung macrophage,male,Hematopoietic stem cells,0
lung macrophage,male,Lymphatic EC,0
lung macrophage,male,Lymphoid,0
lung macrophage,male,Mesothelium,0
lung macrophage,male,Myeloid,3968
lung macrophage,male,Smooth muscle,0
lung macrophage,male,Submucosal Gland,0
bronchus fibroblast of lung,female,Airway epithelium,0
bronchus fibroblast of lung,female,Alveolar epithelium,0
bronchus fibroblast of lung,female,Blood vessels,0
bronchus fibroblast of lung,female,Fibroblast lineage,499
bronchus fibroblast of lung,female,Hematopoietic stem cells,0
bronchus fibroblast of lung,female,Lymphatic EC,0
bronchus fibroblast of lung,female,Lymphoid,0
bronchus fibroblast of lung,female,Mesothelium,0
bronchus fibroblast of lung,female,Myeloid,0
bronchus fibroblast of lung,female,Smooth muscle,0
bronchus fibroblast of lung,female,Submucosal Gland,0
bronchus fibroblast of lung,male,Airway epithelium,0
bronchus fibroblast of lung,male,Alveolar epithelium,0
bronchus fibroblast of lung,male,Blood vessels,0
bronchus fibroblast of lung,male,Fibroblast lineage,1074
bronchus fibroblast of lung,male,Hematopoietic stem cells,0
bronchus fibroblast of lung,male,Lymphatic EC,0
bronchus fibroblast of lung,male,Lymphoid,0
bronchus fibroblast of lung,male,Mesothelium,0
bronchus fibroblast of lung,male,Myeloid,0
bronchus fibroblast of lung,male,Smooth muscle,0
bronchus fibroblast of lung,male,Submucosal Gland,0
alveolar type 1 fibroblast cell,female,Airway epithelium,0
alveolar type 1 fibroblast cell,female,Alveolar epithelium,0
alveolar type 1 fibroblast cell,female,Blood vessels,0
alveolar type 1 fibroblast cell,female,Fibroblast lineage,2228
alveolar type 1 fibroblast cell,female,Hematopoietic stem cells,0
alveolar type 1 fibroblast cell,female,Lymphatic EC,0
alveolar type 1 fibroblast cell,female,Lymphoid,0
alveolar type 1 fibroblast cell,female,Mesothelium,0
alveolar type 1 fibroblast cell,female,Myeloid,0
alveolar type 1 fibroblast cell,female,Smooth muscle,0
alveolar type 1 fibroblast cell,female,Submucosal Gland,0
alveolar type 1 fibroblast cell,male,Airway epithelium,0
alveolar type 1 fibroblast cell,male,Alveolar epithelium,0
alveolar type 1 fibroblast cell,male,Blood vessels,0
alveolar type 1 fibroblast cell,male,Fibroblast lineage,2954
alveolar type 1 fibroblast cell,male,Hematopoietic stem cells,0
alveolar type 1 fibroblast cell,male,Lymphatic EC,0
alveolar type 1 fibroblast cell,male,Lymphoid,0
alveolar type 1 fibroblast cell,male,Mesothelium,0
alveolar type 1 fibroblast cell,male,Myeloid,0
alveolar type 1 fibroblast cell,male,Smooth muscle,0
alveolar type 1 fibroblast cell,male,Submucosal Gland,0
alveolar type 2 fibroblast cell,female,Airway epithelium,0
alveolar type 2 fibroblast cell,female,Alveolar epithelium,0
alveolar type 2 fibroblast cell,female,Blood vessels,0
alveolar type 2 fibroblast cell,female,Fibroblast lineage,1376
alveolar type 2 fibroblast cell,female,Hematopoietic stem cells,0
alveolar type 2 fibroblast cell,female,Lymphatic EC,0
alveolar type 2 fibroblast cell,female,Lymphoid,0
alveolar type 2 fibroblast cell,female,Mesothelium,0
alveolar type 2 fibroblast cell,female,Myeloid,0
alveolar type 2 fibroblast cell,female,Smooth muscle,0
alveolar type 2 fibroblast cell,female,Submucosal Gland,0
alveolar type 2 fibroblast cell,male,Airway epithelium,0
alveolar type 2 fibroblast cell,male,Alveolar epithelium,0
alveolar type 2 fibroblast cell,male,Blood vessels,0
alveolar type 2 fibroblast cell,male,Fibroblast lineage,8945
alveolar type 2 fibroblast cell,male,Hematopoietic stem cells,0
alveolar type 2 fibroblast cell,male,Lymphatic EC,0
alveolar type 2 fibroblast cell,male,Lymphoid,0
alveolar type 2 fibroblast cell,male,Mesothelium,0
alveolar type 2 fibroblast cell,male,Myeloid,0
alveolar type 2 fibroblast cell,male,Smooth muscle,0
alveolar type 2 fibroblast cell,male,Submucosal Gland,0
respiratory hillock cell,female,Airway epithelium,2478
respiratory hillock cell,female,Alveolar epithelium,0
respiratory hillock cell,female,Blood vessels,0
respiratory hillock cell,female,Fibroblast lineage,0
respiratory hillock cell,female,Hematopoietic stem cells,0
respiratory hillock cell,female,Lymphatic EC,0
respiratory hillock cell,female,Lymphoid,0
respiratory hillock cell,female,Mesothelium,0
respiratory hillock cell,female,Myeloid,0
respiratory hillock cell,female,Smooth muscle,0
respiratory hillock cell,female,Submucosal Gland,0
respiratory hillock cell,male,Airway epithelium,2122
respiratory hillock cell,male,Alveolar epithelium,0
respiratory hillock cell,male,Blood vessels,0
respiratory hillock cell,male,Fibroblast lineage,0
respiratory hillock cell,male,Hematopoietic stem cells,0
respiratory hillock cell,male,Lymphatic EC,0
respiratory hillock cell,male,Lymphoid,0
respiratory hillock cell,male,Mesothelium,0
respiratory hillock cell,male,Myeloid,0
respiratory hillock cell,male,Smooth muscle,0
respiratory hillock cell,male,Submucosal Gland,0
